"57002","ItemCostumeSWD_EQU_C001.mesh","ItemCostumeSWD_EQU_C001.tpack","0","ItemCostumeARC_EQU_C001.mesh","ItemCostumeARC_EQU_C001.tpack","0","ItemCostumeSOR_EQU_C001.mesh","ItemCostumeSOR_EQU_C001.tpack","0","ItemCostumeSUM_EQU_C001.mesh","ItemCostumeSUM_EQU_C001.tpack","0","ItemCostumeHIL_EQU_C001.mesh","ItemCostumeHIL_EQU_C001.tpack","0","ItemCostumeWAR_EQU_C001.mesh","ItemCostumeWAR_EQU_C001.tpack","0","ItemCostumeALO_EQU_C001.mesh","ItemCostumeALO_EQU_C001.tpack","0","ItemCostumeDRG_EQU_C001.mesh","ItemCostumeDRG_EQU_C001.tpack","0","ItemCostumeBWZ_EQU_C001.mesh","ItemCostumeBWZ_EQU_C001.tpack","0","ItemCostumeWSU_EQU_C001.mesh","ItemCostumeWSU_EQU_C001.tpack","0","ItemCostumeMSE_EQU_C001.mesh","ItemCostumeMSE_EQU_C001.tpack","0","ItemCostumeHWA_EQU_C001.mesh","ItemCostumeHWA_EQU_C001.tpack","0","TRUE"
"57003","ItemCostumeSWD_EQU_C001.mesh","ItemCostumeSWD_EQU_C001.tpack","0","ItemCostumeARC_EQU_C001.mesh","ItemCostumeARC_EQU_C001.tpack","0","ItemCostumeSOR_EQU_C001.mesh","ItemCostumeSOR_EQU_C001.tpack","0","ItemCostumeSUM_EQU_C001.mesh","ItemCostumeSUM_EQU_C001.tpack","0","ItemCostumeHIL_EQU_C001.mesh","ItemCostumeHIL_EQU_C001.tpack","0","ItemCostumeWAR_EQU_C001.mesh","ItemCostumeWAR_EQU_C001.tpack","0","ItemCostumeALO_EQU_C001.mesh","ItemCostumeALO_EQU_C001.tpack","0","ItemCostumeDRG_EQU_C001.mesh","ItemCostumeDRG_EQU_C001.tpack","0","ItemCostumeBWZ_EQU_C001.mesh","ItemCostumeBWZ_EQU_C001.tpack","0","ItemCostumeWSU_EQU_C001.mesh","ItemCostumeWSU_EQU_C001.tpack","0","ItemCostumeMSE_EQU_C001.mesh","ItemCostumeMSE_EQU_C001.tpack","0","ItemCostumeHWA_EQU_C001.mesh","ItemCostumeHWA_EQU_C001.tpack","0","TRUE"
"57004","ItemCostumeSWD_EQU_C001.mesh","ItemCostumeSWD_EQU_C001.tpack","0","ItemCostumeARC_EQU_C001.mesh","ItemCostumeARC_EQU_C001.tpack","0","ItemCostumeSOR_EQU_C001.mesh","ItemCostumeSOR_EQU_C001.tpack","0","ItemCostumeSUM_EQU_C001.mesh","ItemCostumeSUM_EQU_C001.tpack","0","ItemCostumeHIL_EQU_C001.mesh","ItemCostumeHIL_EQU_C001.tpack","0","ItemCostumeWAR_EQU_C001.mesh","ItemCostumeWAR_EQU_C001.tpack","0","ItemCostumeALO_EQU_C001.mesh","ItemCostumeALO_EQU_C001.tpack","0","ItemCostumeDRG_EQU_C001.mesh","ItemCostumeDRG_EQU_C001.tpack","0","ItemCostumeBWZ_EQU_C001.mesh","ItemCostumeBWZ_EQU_C001.tpack","0","ItemCostumeWSU_EQU_C001.mesh","ItemCostumeWSU_EQU_C001.tpack","0","ItemCostumeMSE_EQU_C001.mesh","ItemCostumeMSE_EQU_C001.tpack","0","ItemCostumeHWA_EQU_C001.mesh","ItemCostumeHWA_EQU_C001.tpack","0","TRUE"
"57005","ItemCostumeSWD_EQU_C003.mesh","ItemCostumeSWD_EQU_C003.tpack","0","ItemCostumeARC_EQU_C003.mesh","ItemCostumeARC_EQU_C003.tpack","0","ItemCostumeSOR_EQU_C003.mesh","ItemCostumeSOR_EQU_C003.tpack","0","ItemCostumeSUM_EQU_C003.mesh","ItemCostumeSUM_EQU_C003.tpack","0","ItemCostumeHIL_EQU_C003.mesh","ItemCostumeHIL_EQU_C003.tpack","0","ItemCostumeWAR_EQU_C003.mesh","ItemCostumeWAR_EQU_C003.tpack","0","ItemCostumeALO_EQU_C003.mesh","ItemCostumeALO_EQU_C003.tpack","0","ItemCostumeDRG_EQU_C003.mesh","ItemCostumeDRG_EQU_C003.tpack","0","ItemCostumeBWZ_EQU_C003.mesh","ItemCostumeBWZ_EQU_C003.tpack","0","ItemCostumeWSU_EQU_C003.mesh","ItemCostumeWSU_EQU_C003.tpack","0","ItemCostumeMSE_EQU_C003.mesh","ItemCostumeMSE_EQU_C003.tpack","0","ItemCostumeHWA_EQU_C003.mesh","ItemCostumeHWA_EQU_C003.tpack","0","TRUE"
"57006","ItemCostumeSWD_EQU_C003.mesh","ItemCostumeSWD_EQU_C003.tpack","0","ItemCostumeARC_EQU_C003.mesh","ItemCostumeARC_EQU_C003.tpack","0","ItemCostumeSOR_EQU_C003.mesh","ItemCostumeSOR_EQU_C003.tpack","0","ItemCostumeSUM_EQU_C003.mesh","ItemCostumeSUM_EQU_C003.tpack","0","ItemCostumeHIL_EQU_C003.mesh","ItemCostumeHIL_EQU_C003.tpack","0","ItemCostumeWAR_EQU_C003.mesh","ItemCostumeWAR_EQU_C003.tpack","0","ItemCostumeALO_EQU_C003.mesh","ItemCostumeALO_EQU_C003.tpack","0","ItemCostumeDRG_EQU_C003.mesh","ItemCostumeDRG_EQU_C003.tpack","0","ItemCostumeBWZ_EQU_C003.mesh","ItemCostumeBWZ_EQU_C003.tpack","0","ItemCostumeWSU_EQU_C003.mesh","ItemCostumeWSU_EQU_C003.tpack","0","ItemCostumeMSE_EQU_C003.mesh","ItemCostumeMSE_EQU_C003.tpack","0","ItemCostumeHWA_EQU_C003.mesh","ItemCostumeHWA_EQU_C003.tpack","0","TRUE"
"57007","ItemCostumeSWD_EQU_C003.mesh","ItemCostumeSWD_EQU_C003.tpack","0","ItemCostumeARC_EQU_C003.mesh","ItemCostumeARC_EQU_C003.tpack","0","ItemCostumeSOR_EQU_C003.mesh","ItemCostumeSOR_EQU_C003.tpack","0","ItemCostumeSUM_EQU_C003.mesh","ItemCostumeSUM_EQU_C003.tpack","0","ItemCostumeHIL_EQU_C003.mesh","ItemCostumeHIL_EQU_C003.tpack","0","ItemCostumeWAR_EQU_C003.mesh","ItemCostumeWAR_EQU_C003.tpack","0","ItemCostumeALO_EQU_C003.mesh","ItemCostumeALO_EQU_C003.tpack","0","ItemCostumeDRG_EQU_C003.mesh","ItemCostumeDRG_EQU_C003.tpack","0","ItemCostumeBWZ_EQU_C003.mesh","ItemCostumeBWZ_EQU_C003.tpack","0","ItemCostumeWSU_EQU_C003.mesh","ItemCostumeWSU_EQU_C003.tpack","0","ItemCostumeMSE_EQU_C003.mesh","ItemCostumeMSE_EQU_C003.tpack","0","ItemCostumeHWA_EQU_C003.mesh","ItemCostumeHWA_EQU_C003.tpack","0","TRUE"
"57008","ItemCostumeSWD_EQU_C005.mesh","ItemCostumeSWD_EQU_C005.tpack","0","ItemCostumeARC_EQU_C005.mesh","ItemCostumeARC_EQU_C005.tpack","0","ItemCostumeSOR_EQU_C005.mesh","ItemCostumeSOR_EQU_C005.tpack","0","ItemCostumeSUM_EQU_C005.mesh","ItemCostumeSUM_EQU_C005.tpack","0","ItemCostumeHIL_EQU_C005.mesh","ItemCostumeHIL_EQU_C005.tpack","0","ItemCostumeWAR_EQU_C005.mesh","ItemCostumeWAR_EQU_C005.tpack","0","ItemCostumeALO_EQU_C005.mesh","ItemCostumeALO_EQU_C005.tpack","0","ItemCostumeDRG_EQU_C005.mesh","ItemCostumeDRG_EQU_C005.tpack","0","ItemCostumeBWZ_EQU_C005.mesh","ItemCostumeBWZ_EQU_C005.tpack","0","ItemCostumeWSU_EQU_C005.mesh","ItemCostumeWSU_EQU_C005.tpack","0","ItemCostumeMSE_EQU_C005.mesh","ItemCostumeMSE_EQU_C005.tpack","0","ItemCostumeHWA_EQU_C005.mesh","ItemCostumeHWA_EQU_C005.tpack","0","TRUE"
"57009","ItemCostumeSWD_EQU_C005.mesh","ItemCostumeSWD_EQU_C005.tpack","0","ItemCostumeARC_EQU_C005.mesh","ItemCostumeARC_EQU_C005.tpack","0","ItemCostumeSOR_EQU_C005.mesh","ItemCostumeSOR_EQU_C005.tpack","0","ItemCostumeSUM_EQU_C005.mesh","ItemCostumeSUM_EQU_C005.tpack","0","ItemCostumeHIL_EQU_C005.mesh","ItemCostumeHIL_EQU_C005.tpack","0","ItemCostumeWAR_EQU_C005.mesh","ItemCostumeWAR_EQU_C005.tpack","0","ItemCostumeALO_EQU_C005.mesh","ItemCostumeALO_EQU_C005.tpack","0","ItemCostumeDRG_EQU_C005.mesh","ItemCostumeDRG_EQU_C005.tpack","0","ItemCostumeBWZ_EQU_C005.mesh","ItemCostumeBWZ_EQU_C005.tpack","0","ItemCostumeWSU_EQU_C005.mesh","ItemCostumeWSU_EQU_C005.tpack","0","ItemCostumeMSE_EQU_C005.mesh","ItemCostumeMSE_EQU_C005.tpack","0","ItemCostumeHWA_EQU_C005.mesh","ItemCostumeHWA_EQU_C005.tpack","0","TRUE"
"57010","ItemCostumeSWD_EQU_C005.mesh","ItemCostumeSWD_EQU_C005.tpack","0","ItemCostumeARC_EQU_C005.mesh","ItemCostumeARC_EQU_C005.tpack","0","ItemCostumeSOR_EQU_C005.mesh","ItemCostumeSOR_EQU_C005.tpack","0","ItemCostumeSUM_EQU_C005.mesh","ItemCostumeSUM_EQU_C005.tpack","0","ItemCostumeHIL_EQU_C005.mesh","ItemCostumeHIL_EQU_C005.tpack","0","ItemCostumeWAR_EQU_C005.mesh","ItemCostumeWAR_EQU_C005.tpack","0","ItemCostumeALO_EQU_C005.mesh","ItemCostumeALO_EQU_C005.tpack","0","ItemCostumeDRG_EQU_C005.mesh","ItemCostumeDRG_EQU_C005.tpack","0","ItemCostumeBWZ_EQU_C005.mesh","ItemCostumeBWZ_EQU_C005.tpack","0","ItemCostumeWSU_EQU_C005.mesh","ItemCostumeWSU_EQU_C005.tpack","0","ItemCostumeMSE_EQU_C005.mesh","ItemCostumeMSE_EQU_C005.tpack","0","ItemCostumeHWA_EQU_C005.mesh","ItemCostumeHWA_EQU_C005.tpack","0","TRUE"
"57011","ItemCostumeSWD_EQU_C006.mesh","ItemCostumeSWD_EQU_C006.tpack","0","ItemCostumeARC_EQU_C006.mesh","ItemCostumeARC_EQU_C006.tpack","0","ItemCostumeSOR_EQU_C006.mesh","ItemCostumeSOR_EQU_C006.tpack","0","ItemCostumeSUM_EQU_C006.mesh","ItemCostumeSUM_EQU_C006.tpack","0","ItemCostumeHIL_EQU_C006.mesh","ItemCostumeHIL_EQU_C006.tpack","0","ItemCostumeWAR_EQU_C006.mesh","ItemCostumeWAR_EQU_C006.tpack","0","ItemCostumeALO_EQU_C006.mesh","ItemCostumeALO_EQU_C006.tpack","0","ItemCostumeDRG_EQU_C006.mesh","ItemCostumeDRG_EQU_C006.tpack","0","ItemCostumeBWZ_EQU_C006.mesh","ItemCostumeBWZ_EQU_C006.tpack","0","ItemCostumeWSU_EQU_C006.mesh","ItemCostumeWSU_EQU_C006.tpack","0","ItemCostumeMSE_EQU_C006.mesh","ItemCostumeMSE_EQU_C006.tpack","0","ItemCostumeHWA_EQU_C006.mesh","ItemCostumeHWA_EQU_C006.tpack","0","TRUE"
